"Скорость, м/с","Угол, град","t, с","m, кг","V, м/с","a, м/с",M,C_Xa,"X_a, Н","α, рад","Θ_c, рад","dV/dt, м/с²",C_Ya,"Y_a, Н","dΘ_c/dt, с⁻¹","Θ_c, град","θ, град","y, м","dy/dt, м/с","x, м","dx/dt, м/с","M_z^α, Н·м/рад","ω_z, с⁻¹","dω_z/dt, с⁻²","ρ, кг/м³","p, Па"
952,29,54.0,800.0,279.99,336.79,0.8314,0.597,5249.79,-0.02972,-0.8979,1.1,0.2343,-61.23,-0.0221,-51.444,-53.15,908.7,-218.95,18258.85,174.51,-2924.1,-0.1662,0.7136,1.12166,90875.8
952,29,55.0,800.0,281.05,337.65,0.8324,0.5986,5419.58,0.02037,-0.9193,1.02,0.2338,43.13,-0.021,-52.675,-51.51,687.44,-223.5,18431.29,170.41,-3014.56,-0.2003,-0.5151,1.14618,93335.5
952,29,56.0,800.0,282.03,338.52,0.8331,0.5997,5588.92,0.03989,-0.9402,0.93,0.2334,86.77,-0.0201,-53.872,-51.59,461.76,-227.8,18599.63,166.28,-3105.73,0.0172,-1.0227,1.17161,95899.7
952,29,57.0,800.0,282.92,339.4,0.8336,0.6004,5756.89,0.00894,-0.9605,0.84,0.2332,19.99,-0.0198,-55.032,-54.52,231.93,-231.84,18763.86,162.15,-3197.24,0.1817,-0.2274,1.19796,98569.7
952,29,57.99,800.0,283.7,340.29,0.8337,0.6006,5920.63,-0.03071,-0.9799,0.74,0.2331,-70.58,-0.0196,-56.143,-57.9,0.0,-235.6,18922.75,158.06,-3287.59,0.1081,0.8399,1.2248,101304.9
952,29,58.0,800.0,283.71,340.29,0.8337,0.6006,5921.84,-0.03003,-0.98,0.74,0.2331,-69.02,-0.0196,-56.151,-57.87,-1.81,-235.62,18923.97,158.03,-3288.26,0.1155,0.8218,1.225,101325.0
952,40,0.0,800.0,952.0,340.29,2.7976,0.5377,59691.23,-0.69813,0.6981,0.74,0.25,-19377.03,-0.0196,40.0,0.0,0.0,-235.62,0.0,158.03,-34978.72,0.6981,0.8218,1.225,101325.0
952,40,1.0,800.0,878.03,338.04,2.5974,0.5504,49127.96,0.26374,0.6902,-67.65,0.25,5884.87,-0.0039,39.544,54.66,584.62,559.06,702.46,677.05,-28576.52,-1.5394,-35.327,1.15771,94496.8
952,40,2.0,800.0,814.85,335.97,2.4254,0.5791,42242.86,-0.12078,0.6812,-58.98,0.25,-2202.64,-0.0122,39.031,32.11,1120.11,513.08,1357.05,633.03,-24191.66,-1.6055,20.5751,1.09861,88575.0
952,40,3.0,800.0,759.61,334.05,2.274,0.6043,36487.23,-0.11675,0.6712,-51.71,0.25,-1762.21,-0.0123,38.459,31.77,1612.44,472.44,1970.56,594.82,-20632.42,0.232,15.3664,1.04634,83400.0
952,40,4.0,800.0,711.04,332.27,2.14,0.6267,31678.67,-0.09601,0.6608,-45.61,0.25,-1213.31,-0.0126,37.859,32.36,2066.53,436.38,2548.28,561.39,-17726.52,0.0817,11.6278,0.99984,78847.4
952,40,5.0,800.0,668.07,330.62,2.0207,0.6466,27652.42,-0.05498,0.6496,-40.49,0.25,-587.85,-0.0126,37.22,34.07,2486.45,404.09,3094.68,532.0,-15337.84,-0.7455,6.1074,0.95827,74818.8
952,40,6.0,800.0,629.68,329.08,1.9135,0.6702,24472.4,0.06636,0.6375,-36.42,0.25,605.76,-0.0114,36.525,40.33,2875.61,374.77,3613.48,506.02,-13440.54,-0.4535,-6.6077,0.92095,71236.4
952,40,7.0,800.0,595.04,327.64,1.8161,0.6929,21769.46,-0.01774,0.6244,-32.94,0.25,-139.37,-0.0136,35.773,34.76,3236.75,347.86,4107.65,482.78,-11849.57,0.7081,1.6748,0.88732,68037.7
952,40,8.0,800.0,563.66,326.3,1.7274,0.7136,19428.4,0.00533,0.6108,-29.9,0.25,36.27,-0.0141,34.997,35.3,3572.15,323.27,4579.73,461.74,-10493.93,-0.6931,-0.5313,0.85694,65172.5
952,40,9.0,800.0,535.11,325.06,1.6462,0.7325,17398.21,-0.03151,0.5959,-27.25,0.25,-187.11,-0.0156,34.142,32.34,3883.81,300.34,5031.89,442.88,-9334.31,0.5534,2.3912,0.82943,62598.6
952,40,10.0,800.0,509.06,323.89,1.5717,0.7499,15634.09,0.06963,0.5804,-24.91,0.25,362.9,-0.0152,33.255,37.24,4173.43,279.15,5466.03,425.69,-8338.35,-0.1537,-4.6201,0.80448,60281.3
952,40,11.0,800.0,485.19,322.81,1.5031,0.766,14097.34,-0.03262,0.5639,-22.86,0.25,-150.11,-0.0174,32.31,30.44,4442.55,259.33,5883.8,410.07,-7479.43,-0.5231,1.8793,0.78181,58191.1
952,40,12.0,800.0,463.27,321.79,1.4396,0.7807,12755.1,-0.06929,0.5462,-21.03,0.25,-283.0,-0.0188,31.296,27.33,4692.44,240.65,6286.67,395.86,-6735.74,0.1349,3.7787,0.76121,56303.2
952,40,13.0,800.0,443.07,320.85,1.3809,0.7919,11542.78,-0.01978,0.5276,-19.36,0.25,-72.08,-0.0193,30.228,29.09,4924.23,223.06,6675.91,382.83,-6074.7,0.481,1.031,0.74248,54596.8
952,40,14.0,800.0,424.52,319.98,1.3267,0.7973,10423.77,0.02639,0.508,-17.79,0.25,86.25,-0.0199,29.104,30.62,5138.96,206.48,7052.67,370.91,-5476.84,0.4485,-1.1297,0.72544,53053.8
952,40,15.0,800.0,407.41,319.17,1.2765,0.8071,9510.45,0.04639,0.4873,-16.47,0.25,136.68,-0.0208,27.92,30.58,5337.55,190.76,7418.03,359.99,-4982.59,0.361,-1.8557,0.70995,51658.4
952,40,16.0,800.0,391.51,318.42,1.2295,0.8211,8758.8,0.04792,0.4655,-15.34,0.25,127.79,-0.0219,26.672,29.42,5520.78,175.74,7772.88,349.85,-4570.19,0.3441,-1.7668,0.69588,50397.6
952,40,17.0,800.0,376.69,317.73,1.1856,0.8358,8101.62,0.03257,0.4426,-14.32,0.25,78.92,-0.0232,25.358,27.22,5689.3,161.33,8117.94,340.4,-4210.01,0.3915,-1.098,0.68314,49260.1
952,40,18.0,800.0,362.84,317.1,1.1443,0.8523,7536.03,-0.00329,0.4185,-13.4,0.25,-7.26,-0.0247,23.979,23.79,5843.68,147.46,8453.84,331.52,-3898.62,0.4202,0.1328,0.67162,48236.4
952,40,19.0,800.0,349.88,316.52,1.1054,0.8678,7024.83,-0.05304,0.3933,-12.53,0.25,-107.33,-0.0262,22.534,19.5,5984.45,134.09,8781.13,323.16,-3619.39,0.2954,1.6006,0.66125,47318.2
952,40,20.0,800.0,337.84,315.99,1.0691,0.8623,6416.32,-0.07959,0.3669,-11.53,0.2963,-175.46,-0.0277,21.024,16.46,6112.07,121.2,9100.32,315.35,-3448.4,-0.041,2.2647,0.65195,46498.0
952,40,21.0,800.0,326.79,315.52,1.0357,0.8519,5855.87,-0.04026,0.3394,-10.58,0.306,-84.67,-0.0286,19.446,17.14,6227.01,108.79,9412.03,308.15,-3183.58,-0.3904,1.0434,0.64367,45769.2
952,40,22.0,800.0,316.66,315.09,1.005,0.8417,5370.24,0.05464,0.3105,-9.7,0.3008,104.88,-0.029,17.793,20.92,6329.71,96.76,9716.83,301.51,-2915.88,-0.3313,-1.3303,0.63633,45125.9
952,40,23.0,800.0,307.44,314.71,0.9769,0.8076,4808.37,0.06718,0.2804,-8.72,0.2769,110.74,-0.0301,16.064,19.91,6420.59,85.07,10015.25,295.43,-2582.73,0.209,-1.4307,0.62989,44562.8
952,40,24.0,800.0,299.18,314.39,0.9516,0.7723,4315.76,-0.06588,0.2492,-7.81,0.2516,-92.64,-0.0321,14.279,10.5,6500.03,73.79,10307.88,289.94,-2288.8,0.2117,1.2573,0.62431,44075.3
952,40,25.0,800.0,291.79,314.1,0.929,0.7406,3906.25,-0.02087,0.2172,-6.99,0.229,-25.21,-0.0329,12.443,11.25,6568.33,62.87,10595.28,284.94,-2045.6,-0.3898,0.3473,0.61954,43659.6
952,40,26.0,800.0,285.18,313.86,0.9086,0.712,3564.51,0.08179,0.1838,-6.24,0.2086,85.41,-0.0334,10.529,15.21,6625.78,52.11,10877.91,280.38,-1843.51,0.1247,-1.2504,0.61554,43312.4
952,40,27.0,800.0,279.28,313.67,0.8904,0.6856,3274.16,-0.08986,0.1496,-5.55,0.2048,-87.89,-0.035,8.57,3.42,6672.65,41.62,11156.15,276.16,-1700.93,0.0456,1.2718,0.6123,43030.8
952,40,28.0,800.0,274.06,313.52,0.8741,0.6612,3028.4,0.06515,0.1146,-4.9,0.2129,63.54,-0.0352,6.567,10.3,6709.1,31.34,11430.34,272.26,-1601.45,-0.2806,-0.8709,0.60979,42812.8
952,40,29.0,800.0,269.46,313.41,0.8598,0.6397,2823.82,-0.02854,0.0786,-4.3,0.2201,-27.73,-0.0363,4.502,2.87,6735.34,21.15,11700.77,268.63,-1518.2,0.2846,0.3641,0.60798,42656.5
952,40,30.0,800.0,265.45,313.34,0.8472,0.6207,2654.42,-0.00626,0.0423,-3.73,0.2264,-6.06,-0.0369,2.423,2.06,6751.51,11.22,11967.67,265.21,-1449.06,-0.3684,0.0718,0.60687,42560.3
952,40,31.0,800.0,261.99,313.31,0.8362,0.6043,2515.35,0.03427,0.0049,-3.19,0.2319,33.09,-0.0372,0.283,2.25,6757.76,1.29,12231.26,261.99,-1392.27,0.2697,-0.394,0.60645,42523.3
952,40,32.0,800.0,259.05,313.33,0.8268,0.5902,2402.75,-0.05454,-0.0324,-2.69,0.2366,-52.54,-0.038,-1.856,-4.98,6754.21,-8.39,12491.7,258.92,-1346.44,-0.3066,0.6085,0.60669,42544.3
952,40,33.0,800.0,256.61,313.38,0.8188,0.5783,2313.57,0.06862,-0.0705,-2.2,0.2406,66.05,-0.0377,-4.04,-0.11,6740.95,-18.08,12749.13,255.97,-1310.45,0.1907,-0.7463,0.6076,42623.1
952,40,34.0,800.0,254.64,313.48,0.8123,0.5684,2245.22,-0.07803,-0.1085,-1.75,0.2439,-75.16,-0.0386,-6.214,-10.69,6718.14,-27.56,13003.68,253.14,-1283.36,-0.2304,0.8318,0.60917,42758.9
952,40,35.0,800.0,253.11,313.61,0.8071,0.5606,2195.82,0.08437,-0.1469,-1.31,0.2465,81.45,-0.0378,-8.414,-3.58,6685.82,-37.04,13255.43,250.39,-1264.47,0.1223,-0.8865,0.61139,42952.0
952,40,36.0,800.0,252.0,313.79,0.8031,0.5546,2163.63,-0.0887,-0.1849,-0.91,0.2485,-85.97,-0.0386,-10.596,-15.68,6644.14,-46.34,13504.48,247.7,-1253.13,-0.171,0.924,0.61427,43201.9
952,40,37.0,800.0,251.29,314.0,0.8003,0.5504,2147.48,0.0917,-0.2231,-0.52,0.2499,89.39,-0.0375,-12.785,-7.53,6593.14,-55.61,13750.85,245.06,-1248.89,0.0693,-0.9523,0.61781,43509.4
952,40,38.0,800.0,250.95,314.25,0.7986,0.5486,2148.92,-0.09396,-0.2609,-0.16,0.25,-92.02,-0.0381,-14.947,-20.33,6532.98,-64.73,13994.62,242.46,-1251.29,-0.1192,0.9778,0.622,43874.3
952,40,39.0,800.0,250.96,314.54,0.7979,0.5479,2163.08,0.0954,-0.2984,0.17,0.25,94.16,-0.0368,-17.099,-11.63,6463.69,-73.79,14235.78,239.87,-1260.04,0.0159,-0.9999,0.62686,44297.7
952,40,40.0,800.0,251.29,314.86,0.7981,0.5481,2188.79,-0.09617,-0.3354,0.49,0.25,-96.01,-0.0373,-19.219,-24.73,6385.45,-82.72,14474.36,237.29,-1274.85,-0.0564,1.0201,0.63238,44779.8
952,40,41.0,800.0,251.93,315.22,0.7992,0.5492,2225.8,0.0954,-0.3719,0.77,0.25,96.66,-0.0357,-21.309,-15.84,6298.29,-91.55,14710.35,234.7,-1295.6,-0.0575,-1.0287,0.63857,45322.0
952,40,42.0,800.0,252.83,315.62,0.8011,0.5516,2275.92,-0.09257,-0.4078,1.04,0.2495,-95.28,-0.036,-23.367,-28.67,6202.39,-100.28,14943.76,232.1,-1322.07,0.0356,1.019,0.64544,45924.6
952,40,43.0,800.0,253.99,316.05,0.8036,0.5555,2339.88,0.08574,-0.4429,1.27,0.2482,89.64,-0.0344,-25.378,-20.46,6097.79,-108.86,15174.54,229.48,-1354.13,-0.1651,-0.9673,0.65299,46589.2
952,40,44.0,800.0,255.37,316.51,0.8068,0.5602,2415.62,-0.07353,-0.4775,1.48,0.2466,-78.19,-0.0344,-27.359,-31.57,5984.69,-117.36,15402.7,226.8,-1391.58,0.1618,0.8533,0.66123,47316.6
952,40,45.0,800.0,256.94,317.01,0.8105,0.5657,2502.96,0.05345,-0.5109,1.66,0.2448,57.88,-0.0329,-29.275,-26.21,5863.16,-125.64,15628.15,224.12,-1434.33,-0.2934,-0.6405,0.67018,48108.5
952,40,46.0,800.0,258.67,317.55,0.8146,0.5719,2601.55,-0.02488,-0.544,1.81,0.2427,-27.47,-0.0325,-31.169,-32.59,5733.4,-133.88,15850.89,221.33,-1482.23,0.2764,0.3102,0.67983,48965.9
952,40,47.0,800.0,260.55,318.11,0.8191,0.5786,2711.13,-0.01157,-0.5757,1.94,0.2405,-13.03,-0.0316,-32.984,-33.65,5595.52,-141.85,16070.84,218.56,-1535.16,-0.3515,0.1439,0.69021,49890.5
952,40,48.0,800.0,262.55,318.71,0.8238,0.5857,2831.37,0.04992,-0.607,2.04,0.2381,57.46,-0.0304,-34.778,-31.92,5449.69,-149.76,16287.95,215.65,-1592.98,0.2379,-0.6579,0.70132,50883.7
952,40,49.0,800.0,264.63,319.34,0.8287,0.593,2961.85,-0.07974,-0.637,2.12,0.2357,-93.85,-0.0302,-36.498,-41.07,5296.11,-157.4,16502.16,212.73,-1655.51,-0.1681,1.0956,0.71316,51947.1
952,40,50.0,800.0,266.78,320.0,0.8337,0.6006,3102.22,0.08557,-0.6663,2.17,0.2331,103.06,-0.0284,-38.179,-33.28,5134.92,-164.9,16713.37,209.72,-1722.61,-0.0852,-1.2262,0.72575,53082.5
952,40,51.0,800.0,268.97,320.68,0.8388,0.6081,3251.87,-0.05632,-0.6949,2.2,0.2306,-69.45,-0.0283,-39.813,-43.04,4966.36,-172.22,16921.55,206.61,-1794.03,0.2227,0.8436,0.73911,54291.2
952,40,52.0,800.0,271.18,321.4,0.8438,0.6157,3410.31,-0.00417,-0.7222,2.21,0.2281,-5.27,-0.0271,-41.377,-41.62,4790.6,-179.26,17126.6,203.49,-1869.57,-0.3606,0.0591,0.75323,55575.4
952,40,53.0,800.0,273.39,322.14,0.8487,0.623,3576.83,0.06505,-0.749,2.2,0.2257,84.28,-0.0258,-42.917,-39.19,4607.86,-186.16,17328.45,200.22,-1948.96,0.1838,-1.0493,0.76814,56936.5
952,40,54.0,800.0,275.57,322.9,0.8534,0.6301,3750.67,-0.07974,-0.7748,2.16,0.2233,-105.98,-0.0259,-44.393,-48.96,4418.39,-192.78,17527.04,196.91,-2031.91,0.0602,1.3472,0.78383,58376.3
952,40,55.0,800.0,277.71,323.69,0.8579,0.6369,3931.07,0.02407,-0.7996,2.11,0.221,32.84,-0.0244,-45.816,-44.44,4222.39,-199.15,17722.27,193.55,-2118.13,-0.3505,-0.4303,0.80032,59896.6
952,40,56.0,800.0,279.78,324.51,0.8622,0.6433,4117.09,0.05745,-0.824,2.04,0.2189,80.49,-0.0234,-47.213,-43.92,4020.13,-205.33,17914.07,190.05,-2207.26,0.2149,-1.0469,0.81761,61499.1
952,40,57.0,800.0,281.78,325.34,0.8661,0.6492,4307.76,-0.07216,-0.8474,1.96,0.2169,-103.88,-0.0235,-48.551,-52.69,3811.86,-211.21,18102.39,186.53,-2298.94,0.1185,1.3799,0.83572,63185.3
952,40,58.0,800.0,283.69,326.2,0.8697,0.6545,4502.12,-0.00995,-0.8699,1.86,0.2152,-14.72,-0.0223,-49.839,-50.41,3597.82,-216.81,18287.13,182.97,-2392.81,-0.3673,0.1882,0.85464,64957.3
952,40,59.0,800.0,285.5,327.08,0.8729,0.6593,4699.09,0.07659,-0.8919,1.75,0.2136,116.58,-0.021,-51.101,-46.71,3378.28,-222.19,18468.24,179.28,-2488.47,0.0048,-1.5795,0.8744,66816.4
952,40,60.0,800.0,287.19,327.97,0.8757,0.6635,4897.57,-0.01455,-0.9132,1.63,0.2122,-22.79,-0.021,-52.321,-53.16,3153.53,-227.3,18645.67,175.54,-2585.5,0.3247,0.3224,0.89498,68764.2
952,40,61.0,800.0,288.76,328.89,0.878,0.667,5096.5,-0.07301,-0.9336,1.5,0.211,-117.71,-0.0207,-53.489,-57.67,2923.83,-232.09,18819.36,171.8,-2683.52,-0.0975,1.6205,0.9164,70802.4
952,40,62.0,800.0,290.2,329.81,0.8799,0.6698,5294.83,0.012,-0.9533,1.37,0.2101,19.92,-0.0195,-54.622,-53.94,2689.44,-236.61,18989.25,168.01,-2782.13,-0.3703,-0.2885,0.93866,72932.4
952,40,63.0,800.0,291.5,330.76,0.8813,0.672,5491.5,0.0728,-0.9727,1.23,0.2093,124.55,-0.0184,-55.731,-51.56,2450.65,-240.9,19155.32,164.14,-2880.94,-0.012,-1.7358,0.96176,75155.7
952,40,64.0,800.0,292.66,331.72,0.8823,0.6734,5685.47,0.01471,-0.9914,1.09,0.2089,25.94,-0.0182,-56.804,-55.96,2207.74,-244.9,19317.52,160.23,-2979.54,0.3323,-0.3489,0.98571,77473.5
952,40,65.0,800.0,293.69,332.68,0.8828,0.6742,5875.81,-0.06177,-1.0094,0.95,0.2086,-112.32,-0.0182,-57.835,-61.37,1960.97,-248.61,19475.84,156.34,-3077.61,0.1596,1.5795,1.01051,79887.1
952,40,66.0,800.0,294.57,333.67,0.8828,0.6742,6061.68,-0.05509,-1.0268,0.81,0.2086,-103.32,-0.0177,-58.831,-61.99,1710.62,-252.04,19630.24,152.46,-3174.81,-0.2398,1.4361,1.03615,82398.0
952,40,67.0,800.0,295.31,334.66,0.8824,0.6736,6242.27,0.01367,-1.0437,0.67,0.2088,26.44,-0.0166,-59.8,-59.02,1456.95,-255.22,19780.71,148.54,-3270.84,-0.3707,-0.3854,1.06264,85007.1
952,40,68.0,800.0,295.91,335.66,0.8816,0.6724,6416.87,0.06428,-1.0602,0.53,0.2092,128.35,-0.0157,-60.746,-57.06,1200.22,-258.17,19927.26,144.6,-3365.43,-0.1383,-1.7922,1.08997,87715.6
952,40,69.0,800.0,296.37,336.66,0.8803,0.6705,6584.88,0.05525,-1.0763,0.4,0.2098,113.88,-0.0152,-61.665,-58.5,940.69,-260.86,20069.9,140.67,-3458.33,0.1916,-1.5668,1.11815,90524.5
952,40,70.0,800.0,296.7,337.68,0.8787,0.668,6745.79,0.00515,-1.0918,0.27,0.2107,10.96,-0.0152,-62.554,-62.26,678.6,-263.31,20208.64,136.75,-3549.34,0.3459,-0.132,1.14717,93434.9
952,40,71.0,800.0,296.91,338.7,0.8766,0.6649,6899.2,-0.0442,-1.1068,0.14,0.2117,-97.08,-0.0152,-63.412,-65.94,414.19,-265.51,20343.48,132.89,-3638.3,0.2536,1.3405,1.17703,96447.5
952,40,72.0,800.0,296.99,339.73,0.8742,0.6613,7044.83,-0.06473,-1.1212,0.03,0.2129,-146.79,-0.015,-64.243,-67.95,147.68,-267.48,20474.47,129.06,-3725.09,0.0169,1.9889,1.20773,99563.5
952,40,72.55,800.0,296.99,340.27,0.8728,0.6592,7118.16,0.06197,-1.1291,-0.03,0.2136,142.92,-0.0135,-64.691,-61.14,0.0,-268.48,20545.0,126.96,-3769.81,-0.022,-1.9251,1.22421,101244.5
952,50,0.0,800.0,952.0,340.29,2.7976,0.5377,59691.23,-0.87266,0.8727,-0.03,0.25,-24221.29,-0.0135,50.0,0.0,0.0,-268.57,0.0,126.78,-34978.72,0.8727,-1.9216,1.225,101325.0
952,50,1.0,800.0,877.25,337.61,2.5984,0.5503,48487.48,0.34214,0.8661,-68.08,0.25,7537.07,-0.001,49.622,69.23,697.74,668.33,589.54,568.24,-28206.73,-1.6698,-47.0418,1.14503,93219.8
952,50,2.0,800.0,813.9,335.12,2.4287,0.5785,41203.1,-0.12845,0.8586,-58.92,0.25,-2287.06,-0.011,49.196,41.84,1339.2,616.01,1139.29,531.93,-23603.03,-2.4585,22.6292,1.07511,86240.8
952,50,3.0,800.0,758.87,332.8,2.2803,0.6033,35210.46,-0.15642,0.8502,-51.38,0.25,-2282.36,-0.0115,48.711,39.75,1931.75,570.19,1655.33,500.76,-19920.58,-0.4732,20.8121,1.01347,80177.0
952,50,4.0,800.0,710.71,330.64,2.1495,0.6251,30271.37,-0.11508,0.8414,-45.14,0.25,-1393.21,-0.0113,48.207,41.61,2481.33,529.86,2142.26,473.66,-16951.33,-0.8369,13.7917,0.95877,74867.0
952,50,5.0,800.0,668.23,328.61,2.0335,0.6444,26183.2,0.02352,0.8319,-39.97,0.25,238.92,-0.0095,47.665,49.01,2992.83,493.96,2603.92,450.04,-14536.35,-1.3156,-2.4415,0.90992,70185.0
952,50,6.0,800.0,630.41,326.71,1.9296,0.6664,22938.24,0.09116,0.8214,-35.84,0.25,784.38,-0.0092,47.061,52.28,3470.28,461.51,3043.48,429.44,-12617.23,0.6948,-8.5439,0.86608,66032.1
952,50,7.0,800.0,596.33,324.92,1.8353,0.6884,20235.02,-0.10791,0.8106,-32.39,0.25,-792.98,-0.0128,46.442,40.26,3916.92,432.15,3463.46,410.92,-11033.32,-0.2333,9.0855,0.82654,62330.1
952,50,8.0,800.0,565.47,323.24,1.7494,0.7085,17914.24,0.10051,0.7988,-29.41,0.25,635.36,-0.0108,45.766,51.53,4335.38,405.16,3866.01,394.46,-9694.26,0.363,-7.536,0.79078,59016.3
952,50,9.0,800.0,537.38,321.65,1.6707,0.7268,15916.62,-0.04578,0.7865,-26.83,0.25,-250.62,-0.0134,45.064,42.44,4727.99,380.41,4252.9,379.57,-8556.5,-0.8435,2.9677,0.75831,56038.7
952,50,10.0,800.0,511.71,320.15,1.5983,0.7437,14191.89,-0.07949,0.773,-24.58,0.25,-379.2,-0.0146,44.288,39.73,5096.71,357.31,4625.72,366.29,-7584.97,0.5746,4.8992,0.72877,53354.6
952,50,11.0,800.0,488.13,318.74,1.5315,0.7593,12697.75,0.06223,0.7588,-22.61,0.25,260.17,-0.0139,43.478,47.04,5443.21,335.87,4985.85,354.21,-6751.34,0.6673,-3.2956,0.70181,50928.3
952,50,12.0,800.0,466.41,317.4,1.4695,0.7738,11398.79,0.11137,0.744,-20.88,0.25,410.16,-0.0144,42.627,49.01,5768.99,315.86,5334.43,343.18,-6032.62,-0.0323,-5.4481,0.67718,48729.6
952,50,13.0,800.0,446.31,316.14,1.4117,0.7873,10265.59,0.09133,0.7282,-19.35,0.25,297.73,-0.0155,41.72,46.95,6075.32,297.02,5672.52,333.13,-5410.2,-0.4619,-4.0704,0.65462,46733.0
952,50,14.0,800.0,427.69,314.95,1.358,0.7942,9209.82,0.07406,0.7113,-17.9,0.25,214.69,-0.0167,40.756,45.0,6363.32,279.22,6001.03,323.98,-4843.56,-0.5756,-2.9829,0.63394,44917.0
952,50,15.0,800.0,410.46,313.83,1.3079,0.7992,8280.35,0.08459,0.6935,-16.61,0.25,219.09,-0.0177,39.734,44.58,6634.0,262.37,6320.81,315.65,-4348.21,-0.5062,-3.0556,0.61497,43262.9
952,50,16.0,800.0,394.4,312.77,1.261,0.8117,7544.75,0.11221,0.6746,-15.54,0.25,260.74,-0.0186,38.651,45.08,6888.26,246.33,6632.61,308.01,-3947.39,-0.2528,-3.6608,0.59755,41754.5
952,50,17.0,800.0,379.34,311.78,1.2167,0.825,6903.9,0.11506,0.6546,-14.59,0.25,240.73,-0.0197,37.504,44.1,7126.85,230.95,6937.04,300.94,-3598.41,0.199,-3.4032,0.58155,40378.2
952,50,18.0,800.0,365.19,310.84,1.1749,0.8401,6350.79,0.03769,0.6334,-13.73,0.25,71.24,-0.0214,36.294,38.45,7350.39,216.17,7234.62,294.34,-3296.31,0.597,-0.9974,0.56686,39122.3
952,50,19.0,800.0,351.86,309.96,1.1352,0.8559,5864.06,-0.09401,0.6113,-12.95,0.25,-161.01,-0.0233,35.026,29.64,7559.45,201.95,7525.79,288.13,-3030.73,0.3948,2.3739,0.55338,37976.7
952,50,20.0,800.0,339.28,309.14,1.0975,0.8694,5414.45,-0.10287,0.5881,-12.2,0.2537,-162.57,-0.0246,33.697,27.8,7754.51,188.24,7810.96,282.28,-2797.91,-0.3924,2.3704,0.54103,36932.5
952,50,21.0,800.0,327.52,308.38,1.0621,0.8605,4889.94,0.07133,0.5636,-11.34,0.3069,124.38,-0.0248,32.291,36.38,7936.03,174.97,8090.53,276.87,-2653.46,-0.5303,-1.5847,0.52973,35981.9
952,50,22.0,800.0,316.59,307.66,1.029,0.8497,4423.39,0.10031,0.5374,-10.54,0.3048,159.18,-0.0259,30.792,36.54,8104.5,162.07,8364.92,271.96,-2404.15,0.3602,-1.9897,0.5194,35117.4
952,50,23.0,800.0,306.43,307.0,0.9981,0.8374,4009.87,-0.117,0.5103,-9.79,0.2981,-167.03,-0.0285,29.235,22.53,8260.38,149.66,8634.54,267.4,-2175.0,0.253,2.1189,0.50998,34332.7
952,50,24.0,800.0,297.07,306.39,0.9696,0.7974,3528.51,0.01176,0.482,-8.94,0.2696,14.03,-0.0291,27.617,28.29,8404.01,137.71,8899.82,263.22,-1888.55,-0.5795,-0.1945,0.50142,33622.3
952,50,25.0,800.0,288.51,305.83,0.9434,0.7607,3126.02,0.08233,0.4519,-8.18,0.2434,82.34,-0.0301,25.889,30.61,8535.81,125.97,9161.19,259.56,-1650.45,0.4096,-1.1238,0.49366,32980.9
952,50,26.0,800.0,280.69,305.32,0.9193,0.7271,2787.69,-0.12895,0.4209,-7.48,0.2193,-108.44,-0.0323,24.117,16.73,8656.14,114.69,9419.02,256.19,-1451.46,-0.2888,1.5543,0.48666,32404.0
952,50,27.0,800.0,273.54,304.85,0.8973,0.6959,2501.33,0.1465,0.3883,-6.83,0.2014,106.03,-0.0326,22.251,30.64,8765.23,103.58,9673.69,253.17,-1290.03,0.1099,-1.5716,0.48037,31888.2
952,50,28.0,800.0,267.02,304.43,0.8771,0.6657,2253.28,-0.1517,0.3547,-6.21,0.2114,-108.58,-0.0349,20.323,11.63,8863.4,92.74,9925.44,250.4,-1187.62,-0.1414,1.4988,0.47477,31429.7
952,50,29.0,800.0,261.1,304.06,0.8587,0.6381,2043.78,0.15248,0.3197,-5.63,0.2206,107.76,-0.035,18.316,27.05,8950.75,82.05,10174.56,247.87,-1100.2,0.0953,-1.3958,0.46983,31026.3
952,50,30.0,800.0,255.75,303.73,0.842,0.6131,1866.74,-0.14534,0.2837,-5.07,0.229,-101.34,-0.0372,16.252,7.92,9027.58,71.58,10421.24,245.53,-1025.59,-0.2384,1.24,0.46552,30674.9
952,50,31.0,800.0,250.96,303.45,0.827,0.5905,1717.54,0.1244,0.2462,-4.53,0.2365,85.57,-0.0374,14.106,21.23,9093.92,61.16,10665.7,243.39,-962.15,0.2625,-0.9952,0.46182,30374.1
952,50,32.0,800.0,246.69,303.2,0.8136,0.5704,1592.19,-0.08131,0.2082,-4.01,0.2432,-55.2,-0.0391,11.929,7.27,9150.0,50.99,10908.06,241.36,-908.43,-0.4348,0.6134,0.45871,30121.7
952,50,33.0,800.0,242.93,303.01,0.8017,0.5526,1487.68,0.01515,0.1686,-3.5,0.2491,10.16,-0.0396,9.659,10.53,9195.86,40.76,11148.47,239.49,-863.35,0.406,-0.1071,0.45618,29916.6
952,50,34.0,800.0,239.67,302.85,0.7914,0.5414,1412.5,0.06562,0.1289,-3.02,0.25,42.8,-0.0402,7.386,11.15,9231.63,30.81,11387.05,237.68,-825.91,-0.4465,-0.4529,0.45421,29757.4
