"Скорость, м/с","Угол, град","t, с","m, кг","V, м/с","a, м/с",M,C_Xa,"X_a, Н","α, рад","Θ_c, рад","dV/dt, м/с²",C_Ya,"Y_a, Н","dΘ_c/dt, с⁻¹","Θ_c, град","θ, град","y, м","dy/dt, м/с","x, м","dx/dt, м/с","M_z^α, Н·м/рад","ω_z, с⁻¹","dω_z/dt, с⁻²","ρ, кг/м³","p, Па"
952,"47,40","15,20","800,00","406,55","314,95","1,2909","0,8027","8410,37","-0,10589","0,6353","-16,32","0,2500","-277,36","-0,0202","36,400","30,33","6364,28","241,26","6697,11","327,23","-4411,85","-0,0414","3,8328","0,63388","44911,1"
952,"47,40","16,00","800,00","393,84","314,17","1,2536","0,8139","7835,61","-0,00159","0,6196","-15,48","0,2500","-3,82","-0,0202","35,500","35,41","6552,20","228,70","6956,24","320,63","-4096,94","-0,6475","0,0117","0,62066","43757,4"
952,"47,40","16,80","800,00","381,78","313,43","1,2181","0,8246","7311,29","0,10816","0,6029","-14,69","0,2500","239,75","-0,0203","34,544","40,74","6730,23","216,48","7210,27","314,47","-3811,18","0,0492","-3,3917","0,60834","42686,9"
952,"47,40","17,60","800,00","370,32","312,73","1,1842","0,8363","6845,41","-0,04244","0,5855","-13,96","0,2500","-86,84","-0,0223","33,549","31,12","6898,69","204,66","7459,47","308,63","-3556,66","0,5306","1,2747","0,59685","41693,6"
952,"47,40","18,40","800,00","359,42","312,06","1,1517","0,8493","6430,81","-0,07554","0,5678","-13,30","0,2500","-143,00","-0,0234","32,532","28,20","7057,85","193,28","7704,11","303,02","-3329,51","-0,4572","2,0568","0,58615","40772,4"
952,"47,40","19,20","800,00","349,03","311,44","1,1207","0,8617","6048,68","0,11131","0,5490","-12,67","0,2500","195,33","-0,0232","31,453","37,83","7207,96","182,12","7944,42","297,75","-3121,41","-0,1222","-2,8772","0,57619","39918,8"
952,"47,40","20,00","800,00","339,15","310,84","1,0911","0,8678","5658,68","-0,05688","0,5293","-12,01","0,2634","-97,70","-0,0253","30,326","27,07","7349,31","171,24","8180,58","292,74","-2950,56","0,4654","1,4078","0,56693","39128,3"
952,"47,40","20,80","800,00","329,83","310,29","1,0630","0,8607","5228,07","-0,02976","0,5093","-11,30","0,3055","-55,22","-0,0261","29,178","27,47","7482,10","160,80","8412,85","287,97","-2833,58","-0,5662","0,6785","0,55834","38397,3"
952,"47,40","21,60","800,00","321,06","309,76","1,0364","0,8521","4834,35","0,09417","0,4879","-10,63","0,3061","163,51","-0,0263","27,953","33,35","7606,58","150,49","8641,47","283,60","-2628,30","0,2983","-2,0407","0,55038","37722,2"
952,"47,40","22,40","800,00","312,81","309,27","1,0114","0,8438","4483,33","-0,11786","0,4660","-10,00","0,3019","-189,05","-0,0287","26,702","19,95","7723,01","140,56","8866,66","279,45","-2434,96","-0,0856","2,3785","0,54301","37099,5"
952,"47,40","23,20","800,00","305,06","308,82","0,9878","0,8230","4106,78","0,11622","0,4433","-9,33","0,2878","166,94","-0,0283","25,400","32,06","7831,53","130,85","9088,66","275,57","-2217,26","-0,1702","-2,1424","0,53621","36526,7"
952,"47,40","24,00","800,00","297,88","308,39","0,9659","0,7923","3725,46","-0,10943","0,4196","-8,64","0,2659","-136,82","-0,0306","24,042","17,77","7932,42","121,36","9307,67","272,04","-1990,33","0,2030","1,8138","0,52995","36000,5"
952,"47,40","24,80","800,00","291,22","308,00","0,9455","0,7637","3395,36","0,11022","0,3954","-8,01","0,2455","120,31","-0,0305","22,652","28,97","8025,80","112,16","9523,98","268,75","-1794,76","-0,2715","-1,6482","0,52420","35519,1"
952,"47,40","25,60","800,00","285,05","307,63","0,9266","0,7372","3108,53","-0,11973","0,3700","-7,42","0,2266","-114,39","-0,0325","21,201","14,34","8111,90","103,09","9737,76","265,75","-1625,58","0,1487","1,6209","0,51895","35079,8"
952,"47,40","26,40","800,00","279,33","307,30","0,9090","0,7126","2858,81","0,13175","0,3441","-6,87","0,2090","110,47","-0,0325","19,716","27,27","8190,80","94,24","9949,23","262,96","-1478,90","-0,0892","-1,6216","0,51417","34681,2"
952,"47,40","27,20","800,00","274,04","306,99","0,8927","0,6890","2638,10","-0,13046","0,3174","-6,35","0,2037","-101,73","-0,0344","18,185","10,71","8262,71","85,52","10158,54","260,36","-1367,16","-0,1554","1,4829","0,50984","34321,0"
952,"47,40","28,00","800,00","269,17","306,72","0,8776","0,6664","2442,63","0,10079","0,2898","-5,85","0,2112","78,03","-0,0345","16,602","22,38","8327,66","76,91","10365,85","257,95","-1286,75","0,2718","-1,0766","0,50595","33998,4"
952,"47,40","28,80","800,00","264,68","306,47","0,8636","0,6455","2272,16","-0,03632","0,2618","-5,37","0,2182","-27,90","-0,0358","15,000","12,92","8385,83","68,50","10571,29","255,66","-1216,08","-0,4628","0,3643","0,50250","33711,5"
952,"47,40","29,60","800,00","260,57","306,25","0,8508","0,6262","2123,64","-0,04978","0,2326","-4,91","0,2246","-37,91","-0,0367","13,327","10,47","8437,25","60,06","10774,96","253,55","-1154,09","0,3697","0,4811","0,49945","33459,6"
952,"47,40","30,40","800,00","256,82","306,06","0,8391","0,6087","1994,46","0,12350","0,2033","-4,47","0,2304","93,26","-0,0368","11,649","18,72","8482,00","51,85","10976,99","251,53","-1099,83","-0,2475","-1,1321","0,49682","33241,5"
952,"47,40","31,20","800,00","253,42","305,90","0,8284","0,5927","1882,34","-0,13939","0,1731","-4,04","0,2358","-104,39","-0,0385","9,920","1,93","8520,21","43,66","11177,44","249,63","-1052,49","-0,1369","1,2209","0,49457","33056,3"
952,"47,40","32,00","800,00","250,36","305,76","0,8188","0,5782","1785,57","0,07487","0,1423","-3,62","0,2406","55,63","-0,0384","8,151","12,44","8551,85","35,49","11376,42","247,83","-1011,45","0,3212","-0,6286","0,49272","32903,5"
952,"47,40","32,80","800,00","247,62","305,66","0,8101","0,5652","1702,48","0,04258","0,1114","-3,22","0,2449","31,41","-0,0391","6,384","8,82","8577,06","27,53","11573,98","246,09","-976,11","-0,4357","-0,3481","0,49125","32782,2"
952,"47,40","33,60","800,00","245,21","305,58","0,8025","0,5537","1631,78","-0,13506","0,0796","-2,82","0,2488","-99,03","-0,0403","4,558","-3,18","8595,88","19,49","11770,18","244,43","-945,98","0,1174","1,0647","0,49015","32691,9"
952,"47,40","34,40","800,00","243,11","305,52","0,7957","0,5457","1578,57","0,12819","0,0475","-2,44","0,2500","92,70","-0,0397","2,724","10,07","8608,27","11,56","11965,09","242,83","-920,69","0,1620","-0,9819","0,48943","32632,5"
952,"47,40","35,20","800,00","241,30","305,50","0,7899","0,5399","1537,46","-0,01714","0,0156","-2,07","0,2500","-12,20","-0,0406","0,891","-0,09","8614,40","3,75","12158,73","241,28","-899,76","-0,4428","0,1267","0,48908","32603,2"
952,"47,40","36,00","800,00","239,79","305,50","0,7849","0,5349","1504,32","-0,11098","-0,0173","-1,71","0,2500","-78,02","-0,0412","-0,992","-7,35","8614,24","-4,15","12351,14","239,76","-882,95","0,2253","0,8171","0,48908","32604,0"
952,"47,40","36,80","800,00","238,56","305,52","0,7808","0,5308","1478,71","0,14389","-0,0499","-1,36","0,2500","100,21","-0,0404","-2,860","5,38","8607,81","-11,90","12542,34","238,27","-870,05","0,0608","-1,0422","0,48946","32634,8"
952,"47,40","37,60","800,00","237,61","305,58","0,7776","0,5276","1460,13","-0,04710","-0,0825","-1,02","0,2500","-32,59","-0,0412","-4,725","-7,42","8595,22","-19,57","12732,37","236,80","-860,81","-0,4194","0,3361","0,49019","32695,1"
952,"47,40","38,40","800,00","236,93","305,66","0,7752","0,5252","1448,32","-0,09377","-0,1156","-0,68","0,2500","-64,65","-0,0413","-6,625","-12,00","8576,46","-27,34","12921,23","235,35","-855,12","0,2674","0,6690","0,49128","32785,1"
952,"47,40","39,20","800,00","236,52","305,76","0,7735","0,5235","1443,04","0,14769","-0,1483","-0,36","0,2500","101,77","-0,0404","-8,495","-0,03","8551,53","-34,94","13108,94","233,92","-852,85","0,0063","-1,0488","0,49274","32905,1"
952,"47,40","40,00","800,00","236,35","305,90","0,7727","0,5227","1443,97","-0,06375","-0,1807","-0,05","0,2500","-44,03","-0,0409","-10,354","-14,01","8520,57","-42,48","13295,51","232,51","-853,86","-0,3985","0,4519","0,49455","33054,5"
952,"47,40","40,80","800,00","236,44","306,05","0,7725","0,5225","1451,04","-0,07900","-0,2135","0,26","0,2500","-54,84","-0,0407","-12,234","-16,76","8483,54","-50,10","13480,94","231,07","-858,10","0,2946","0,5659","0,49672","33234,1"
952,"47,40","41,60","800,00","236,76","306,24","0,7731","0,5231","1464,11","0,14748","-0,2455","0,55","0,2500","103,19","-0,0395","-14,069","-5,62","8440,46","-57,55","13665,23","229,66","-865,51","-0,0444","-1,0630","0,49926","33443,9"
952,"47,40","42,40","800,00","237,31","306,45","0,7744","0,5244","1483,02","-0,08228","-0,2773","0,82","0,2500","-58,17","-0,0399","-15,887","-20,60","8391,46","-64,96","13848,40","228,25","-876,01","-0,3683","0,5989","0,50216","33683,8"
952,"47,40","43,20","800,00","238,08","306,68","0,7763","0,5263","1507,81","-0,05407","-0,3091","1,09","0,2500","-38,73","-0,0393","-17,713","-20,81","8336,50","-72,43","14030,42","226,79","-889,61","0,3307","0,4021","0,50543","33954,7"
952,"47,40","44,00","800,00","239,05","306,94","0,7788","0,5288","1538,42","0,14099","-0,3400","1,34","0,2500","102,54","-0,0380","-19,480","-11,40","8275,63","-79,72","14211,28","225,37","-906,28","-0,1335","-1,0645","0,50906","34256,7"
952,"47,40","44,80","800,00","240,22","307,22","0,7819","0,5319","1574,80","-0,11102","-0,3705","1,57","0,2500","-82,18","-0,0384","-21,230","-27,59","8208,95","-86,99","14391,00","223,92","-925,98","-0,2933","0,8549","0,51307","34590,0"
952,"47,40","45,60","800,00","241,57","307,53","0,7855","0,5355","1617,04","-0,00421","-0,4010","1,80","0,2500","-3,18","-0,0373","-22,973","-23,21","8136,44","-94,28","14569,52","222,41","-948,77","0,3649","0,0352","0,51746","34955,5"
952,"47,40","46,40","800,00","243,09","307,86","0,7896","0,5396","1665,13","0,11158","-0,4302","2,00","0,2500","86,08","-0,0361","-24,648","-18,25","8058,16","-101,38","14746,86","220,94","-974,64","-0,2868","-0,9068","0,52222","35353,5"
952,"47,40","47,20","800,00","244,76","308,21","0,7941","0,5441","1719,09","-0,13847","-0,4592","2,19","0,2500","-109,37","-0,0364","-26,312","-34,25","7974,22","-108,49","14923,01","219,40","-1003,57","-0,1078","1,1567","0,52737","35784,4"
952,"47,40","48,00","800,00","246,58","308,59","0,7991","0,5491","1779,05","0,07623","-0,4878","2,36","0,2500","61,75","-0,0347","-27,948","-23,58","7884,59","-115,56","15097,89","217,82","-1035,64","0,3067","-0,6553","0,53291","36249,2"
952,"47,40","48,80","800,00","248,53","308,99","0,8043","0,5565","1852,09","0,02622","-0,5151","2,50","0,2478","21,63","-0,0341","-29,516","-28,01","7789,38","-122,44","15271,54","216,27","-1070,79","-0,4389","-0,2362","0,53884","36748,3"
952,"47,40","49,60","800,00","250,59","309,42","0,8099","0,5648","1933,46","-0,10897","-0,5425","2,63","0,2451","-91,42","-0,0339","-31,084","-37,33","7688,65","-129,38","15443,90","214,60","-1108,97","0,2178","1,0076","0,54518","37282,4"
952,"47,40","50,40","800,00","252,74","309,87","0,8156","0,5735","2021,69","0,13479","-0,5688","2,74","0,2422","115,09","-0,0320","-32,592","-24,87","7582,43","-136,14","15614,91","212,94","-1150,20","-0,0171","-1,2904","0,55192","37852,5"
952,"47,40","51,20","800,00","254,97","310,33","0,8216","0,5824","2116,67","-0,10376","-0,5945","2,83","0,2392","-90,21","-0,0322","-34,061","-40,01","7470,86","-142,80","15784,58","211,23","-1194,42","-0,2962","1,0296","0,55907","38458,8"
952,"47,40","52,00","800,00","257,27","310,83","0,8277","0,5915","2218,50","0,03835","-0,6199","2,91","0,2362","33,96","-0,0308","-35,515","-33,32","7353,94","-149,45","15952,84","209,41","-1241,66","0,3748","-0,3930","0,56663","39102,6"
952,"47,40","52,80","800,00","259,62","311,34","0,8339","0,6008","2327,07","0,03184","-0,6440","2,97","0,2331","28,74","-0,0300","-36,896","-35,07","7231,81","-155,87","16119,65","207,62","-1291,89","-0,4455","-0,3458","0,57462","39784,5"
952,"47,40","53,60","800,00","262,01","311,87","0,8401","0,6102","2442,30","-0,08679","-0,6680","3,01","0,2299","-79,88","-0,0297","-38,276","-43,25","7104,54","-162,30","16284,99","205,69","-1345,05","0,2910","0,9743","0,58304","40505,3"
952,"47,40","54,40","800,00","264,43","312,42","0,8464","0,6196","2564,14","0,11737","-0,6910","3,03","0,2268","110,17","-0,0280","-39,590","-32,87","6972,19","-168,52","16448,77","203,77","-1401,12","-0,1980","-1,3698","0,59189","41266,1"
952,"47,40","55,20","800,00","266,86","312,99","0,8526","0,6289","2692,33","-0,12588","-0,7135","3,04","0,2237","-120,56","-0,0283","-40,883","-48,10","6834,92","-174,66","16610,99","201,76","-1460,01","-0,0189","1,5289","0,60118","42067,3"
952,"47,40","56,00","800,00","269,29","313,59","0,8587","0,6381","2826,81","0,11846","-0,7355","3,03","0,2206","115,79","-0,0264","-42,139","-35,35","6692,77","-180,67","16771,56","199,68","-1521,69","0,1049","-1,4977","0,61091","42910,4"
952,"47,40","56,80","800,00","271,70","314,20","0,8648","0,6471","2967,21","-0,10351","-0,7566","3,01","0,2176","-103,28","-0,0267","-43,349","-49,28","6545,90","-186,51","16930,48","197,58","-1586,01","-0,2655","1,3621","0,62110","43795,7"
952,"47,40","57,60","800,00","274,10","314,82","0,8706","0,6560","3113,36","0,08681","-0,7774","2,97","0,2147","88,45","-0,0250","-44,543","-39,57","6394,37","-192,26","17087,65","195,36","-1652,91","0,2877","-1,1887","0,63175","44724,7"
952,"47,40","58,40","800,00","276,46","315,47","0,8763","0,6645","3264,82","-0,07316","-0,7973","2,92","0,2118","-76,15","-0,0251","-45,680","-49,87","6238,35","-197,79","17243,06","193,15","-1722,24","-0,3835","1,0422","0,64285","45697,8"
952,"47,40","59,20","800,00","278,77","316,13","0,8818","0,6727","3421,31","0,06441","-0,8170","2,86","0,2091","68,49","-0,0237","-46,812","-43,12","6077,91","-203,25","17396,63","190,79","-1793,88","0,3589","-0,9542","0,65443","46716,4"
952,"47,40","60,00","800,00","281,03","316,81","0,8871","0,6806","3582,33","-0,06201","-0,8357","2,78","0,2065","-67,39","-0,0237","-47,884","-51,44","5913,22","-208,46","17548,35","188,47","-1867,65","-0,4138","0,9556","0,66648","47781,0"
952,"47,40","60,80","800,00","283,22","317,50","0,8920","0,6880","3747,47","0,06555","-0,8544","2,70","0,2040","72,83","-0,0224","-48,953","-45,20","5744,38","-213,60","17698,12","185,99","-1943,41","0,3592","-1,0513","0,67901","48892,9"
952,"47,40","61,60","800,00","285,34","318,21","0,8967","0,6950","3916,18","-0,07470","-0,8721","2,60","0,2017","-84,87","-0,0224","-49,966","-54,25","5571,55","-218,47","17845,95","183,54","-2020,95","-0,3755","1,2467","0,69203","50052,7"
952,"47,40","62,40","800,00","287,38","318,94","0,9011","0,7015","4087,36","0,08726","-0,8897","2,50","0,2011","102,23","-0,0210","-50,974","-45,97","5394,84","-223,25","17991,74","180,95","-2103,55","0,2761","-1,5178","0,70553","51261,5"
952,"47,40","63,20","800,00","289,33","319,67","0,9051","0,7071","4259,25","-0,10064","-0,9064","2,38","0,2051","-124,33","-0,0214","-51,936","-57,70","5214,42","-227,80","18135,49","178,39","-2197,83","-0,2227","1,8313","0,71952","52520,1"
952,"47,40","64,00","800,00","291,19","320,42","0,9088","0,7123","4433,27","0,10891","-0,9230","2,27","0,2088","141,52","-0,0197","-52,883","-46,64","5030,39","-232,20","18277,12","175,72","-2293,08","0,0372","-2,0707","0,73401","53829,5"
952,"47,40","64,80","800,00","292,96","321,18","0,9121","0,7170","4608,72","-0,10452","-0,9390","2,14","0,2121","-142,51","-0,0203","-53,802","-59,79","4842,95","-236,41","18416,64","173,01","-2388,88","0,1094","2,0743","0,74900","55190,3"
952,"47,40","65,60","800,00","294,62","321,96","0,9151","0,7211","4785,11","0,07965","-0,9545","2,01","0,2151","113,68","-0,0187","-54,687","-50,12","4652,20","-240,41","18553,95","170,30","-2484,93","-0,3449","-1,6502","0,76450","56603,8"
952,"47,40","66,40","800,00","296,17","322,74","0,9177","0,7247","4961,75","-0,03202","-0,9699","1,88","0,2177","-47,72","-0,0189","-55,569","-57,40","4458,32","-244,28","18689,07","167,46","-2580,79","0,4487","0,6990","0,78050","58070,4"
952,"47,40","67,20","800,00","297,61","323,54","0,9199","0,7278","5138,06","-0,03024","-0,9843","1,73","0,2199","-46,94","-0,0184","-56,399","-58,13","4261,44","-247,89","18821,93","164,70","-2676,11","-0,4899","0,6553","0,79701","59591,2"
952,"47,40","68,00","800,00","298,95","324,34","0,9217","0,7304","5313,46","0,08458","-0,9989","1,59","0,2217","136,41","-0,0172","-57,235","-52,39","4061,71","-251,38","18952,52","161,79","-2770,53","0,2652","-1,9307","0,81403","61166,8"
952,"47,40","68,80","800,00","300,16","325,15","0,9231","0,7324","5487,30","-0,10119","-1,0129","1,45","0,2231","-169,18","-0,0180","-58,034","-63,83","3859,30","-254,65","19080,83","158,91","-2863,65","0,0450","2,4010","0,83156","62797,9"
952,"47,40","69,60","800,00","301,27","325,98","0,9242","0,7339","5659,09","0,06105","-1,0264","1,31","0,2242","105,55","-0,0164","-58,808","-55,31","3654,33","-257,71","19206,78","156,03","-2955,17","-0,4151","-1,5082","0,84961","64485,5"
952,"47,40","70,40","800,00","302,25","326,80","0,9249","0,7348","5828,21","0,02033","-1,0399","1,16","0,2249","36,26","-0,0163","-59,584","-58,42","3446,98","-260,66","19330,41","153,02","-3044,72","0,4750","-0,4921","0,86818","66230,1"
952,"47,40","71,20","800,00","303,12","327,64","0,9252","0,7352","5994,16","-0,08878","-1,0527","1,02","0,2252","-162,98","-0,0167","-60,316","-65,40","3237,37","-263,34","19451,68","150,11","-3131,98","-0,2347","2,2895","0,88726","68032,3"
952,"47,40","72,00","800,00","303,88","328,48","0,9251","0,7352","6156,52","0,08458","-1,0653","0,88","0,2251","159,46","-0,0150","-61,039","-56,19","3025,65","-265,88","19570,56","147,14","-3216,69","-0,2672","-2,2596","0,90686","69892,9"
952,"47,40","72,80","800,00","304,53","329,33","0,9247","0,7346","6314,76","-0,00248","-1,0779","0,74","0,2247","-4,80","-0,0153","-61,759","-61,90","2811,99","-268,28","19687,07","144,10","-3298,54","0,4906","0,0911","0,92697","71812,4"
952,"47,40","73,60","800,00","305,06","330,18","0,9239","0,7335","6468,53","-0,08287","-1,0897","0,60","0,2239","-163,65","-0,0155","-62,436","-67,18","2596,50","-270,44","19801,19","141,17","-3377,31","-0,2668","2,2990","0,94760","73791,3"
952,"47,40","74,40","800,00","305,49","331,04","0,9228","0,7320","6617,51","0,07789","-1,1014","0,47","0,2228","156,92","-0,0139","-63,108","-58,65","2379,31","-272,46","19912,90","138,18","-3452,82","-0,3023","-2,2342","0,96875","75830,4"
952,"47,40","75,20","800,00","305,81","331,90","0,9214","0,7300","6761,34","0,01872","-1,1131","0,34","0,2214","38,40","-0,0140","-63,778","-62,71","2160,59","-274,34","20022,23","135,12","-3524,84","0,4831","-0,5189","0,99041","77930,0"
952,"47,40","76,00","800,00","306,04","332,77","0,9197","0,7275","6899,77","-0,09164","-1,1242","0,21","0,2197","-190,91","-0,0146","-64,410","-69,66","1940,44","-276,02","20129,17","132,18","-3593,23","-0,0930","2,7115","1,01259","80090,7"
952,"47,40","76,80","800,00","306,16","333,63","0,9177","0,7247","7032,64","0,04199","-1,1350","0,09","0,2177","88,69","-0,0131","-65,031","-62,62","1719,00","-277,54","20233,71","129,24","-3657,90","-0,4648","-1,2911","1,03528","82313,0"
952,"47,40","77,60","800,00","306,19","334,50","0,9154","0,7215","7159,74","0,06632","-1,1459","-0,02","0,2154","141,73","-0,0126","-65,656","-61,86","1496,38","-278,96","20335,89","126,22","-3718,72","0,3341","-2,0131","1,05848","84597,2"
952,"47,40","78,40","800,00","306,13","335,37","0,9128","0,7179","7280,95","-0,07595","-1,1563","-0,13","0,2128","-163,91","-0,0136","-66,253","-70,60","1272,72","-280,21","20435,72","123,28","-3775,64","0,2607","2,3784","1,08220","86943,8"
952,"47,40","79,20","800,00","305,98","336,25","0,9100","0,7140","7396,25","-0,03141","-1,1663","-0,23","0,2100","-68,33","-0,0129","-66,825","-68,62","1048,10","-281,29","20533,19","120,42","-3828,63","-0,4859","0,9627","1,10642","89353,3"
952,"47,40","80,00","800,00","305,76","337,12","0,9070","0,7098","7505,58","0,08733","-1,1764","-0,33","0,2070","191,14","-0,0115","-67,402","-62,40","822,65","-282,28","20628,32","117,49","-3877,69","-0,1006","-2,7938","1,13115","91826,0"
952,"47,40","80,80","800,00","305,46","338,00","0,9037","0,7052","7608,92","0,00186","-1,1863","-0,42","0,2037","4,09","-0,0120","-67,970","-67,86","596,48","-283,15","20721,16","114,57","-3922,81","0,4909","-0,0292","1,15638","94362,3"
952,"47,40","81,60","800,00","305,08","338,87","0,9003","0,7004","7706,34","-0,08677","-1,1957","-0,51","0,2003","-191,22","-0,0125","-68,507","-73,48","369,67","-283,87","20811,72","111,78","-3964,03","-0,0663","2,8274","1,18211","96962,5"
952,"47,40","82,40","800,00","304,65","339,75","0,8967","0,6950","7794,38","0,01806","-1,2049","-0,59","0,2017","40,84","-0,0113","-69,034","-68,00","142,31","-284,48","20900,01","109,01","-4022,36","-0,5010","-0,6288","1,20835","99627,1"
952,"47,40","82,90","800,00","304,34","340,29","0,8943","0,6915","7846,28","-0,03766","-1,2108","-0,63","0,2028","-86,67","-0,0117","-69,377","-71,53","0,00","-284,84","20954,06","107,20","-4059,05","0,4380","1,2864","1,22500","101324,8"
